승차정류장ID,하차정류장ID,승차정류장명,하차정류장명,위도_x,경도_x,위도_y,경도_y,승객수
75325,7558,강서초등학교,신월문화체육센터,37.522025,126.841675,37.52011666666667,126.83619833333331,179
75325,70810,강서초등학교,메디힐병원,37.522025,126.841675,37.53709166666667,126.82772333333332,123
75325,8000332,강서초등학교,국립과학수사연구소.고강동종점,37.522025,126.841675,37.52354833333333,126.82571333333333,185
75336,7570,양서중학교,과학수사연구소입구,37.53154833333333,126.830955,37.521905,126.83696166666664,222
75336,7586,양서중학교,경창빌딩,37.53154833333333,126.830955,37.51866,126.83858166666666,129
75336,75690,양서중학교,강신중학교,37.53154833333333,126.830955,37.51586333333333,126.83980833333332,134
75340,10107,강서초등학교,신월2동주민센터입구,37.52187833333333,126.84193166666668,37.522756666666666,126.84569000000002,109
75340,13440,강서초등학교,양강중학교,37.52187833333333,126.84193166666668,37.52376,126.84997,453
75357,7489,신월동남부주유소,서부여성발전센터,37.51939166666667,126.83858333333336,37.535111666666666,126.829065,207
75357,7508,신월동남부주유소,신월1동주민센터.신월보건지소,37.51939166666667,126.83858333333336,37.532183333333336,126.83105,151
75357,7522,신월동남부주유소,서서울호수공원,37.51939166666667,126.83858333333336,37.52933666666667,126.832865,186
75357,70810,신월동남부주유소,메디힐병원,37.51939166666667,126.83858333333336,37.53709166666667,126.82772333333332,251
76437,13440,중부운수앞(가상),양강중학교,37.52426166666667,126.83127166666668,37.52376,126.84997,133
76448,9004276,목1동주민센터,신곡시장.금빛새마을금고,37.52980166666667,126.87358,37.51969,126.84375833333334,139
76448,9004278,목1동주민센터,신한은행신월동지점,37.52980166666667,126.87358,37.51802166666666,126.84160500000002,116
76452,9004274,우리은행신정동지점,동방아파트,37.521901666666665,126.85871,37.52193,126.84634,163
76452,9004276,우리은행신정동지점,신곡시장.금빛새마을금고,37.521901666666665,126.85871,37.51969,126.84375833333334,193
76452,9004278,우리은행신정동지점,신한은행신월동지점,37.521901666666665,126.85871,37.51802166666666,126.84160500000002,149
76453,8000332,신정4동경서농협,국립과학수사연구소.고강동종점,37.521515,126.85517166666664,37.52354833333333,126.82571333333333,122
8000330,7533,국립과학수사연구소.고강동종점,신월동우성상가,37.52352333333333,126.82580833333334,37.52179,126.83383833333332,399
8000330,7553,국립과학수사연구소.고강동종점,신월문화체육센터,37.52352333333333,126.82580833333334,37.51996833333333,126.83524833333334,210
8000330,7592,국립과학수사연구소.고강동종점,한빛종합사회복지관,37.52352333333333,126.82580833333334,37.521256666666666,126.83925166666668,210
8000330,10107,국립과학수사연구소.고강동종점,신월2동주민센터입구,37.52352333333333,126.82580833333334,37.522756666666666,126.84569000000002,117
8000330,13440,국립과학수사연구소.고강동종점,양강중학교,37.52352333333333,126.82580833333334,37.52376,126.84997,215
8000330,14684,국립과학수사연구소.고강동종점,중부운수앞,37.52352333333333,126.82580833333334,37.52415333333333,126.83081333333332,121
8000330,75340,국립과학수사연구소.고강동종점,강서초등학교,37.52352333333333,126.82580833333334,37.52187833333333,126.84193166666668,139
8000991,7522,가산디지털단지역,서서울호수공원,37.48083166666667,126.88152666666667,37.52933666666667,126.832865,258
8000991,7569,가산디지털단지역,국립과학수사연구소입구,37.48083166666667,126.88152666666667,37.522355,126.837035,202
8000991,7614,가산디지털단지역,강신중학교,37.48083166666667,126.88152666666667,37.51537333333333,126.84037000000002,248
8000991,75357,가산디지털단지역,신월동남부주유소,37.48083166666667,126.88152666666667,37.51939166666667,126.83858333333336,198
8001919,7570,김포공항국내선,과학수사연구소입구,37.55873999999999,126.80421,37.521905,126.83696166666664,103
8002073,9004254,강서한방병원,양강중학교,37.53004166666666,126.83937,37.524861666666666,126.85027999999998,110
8002075,7486,발산역.우장산힐스테이트,신월3동주민센터.신월3동우체국,37.55675,126.83747666666667,37.53466,126.828835,116
8003087,7478,개봉역,신월5동주민센터.신월중학교,37.49397833333333,126.85672,37.539253333333335,126.82761666666666,111
8003087,7489,개봉역,서부여성발전센터,37.49397833333333,126.85672,37.535111666666666,126.829065,343
8003087,7508,개봉역,신월1동주민센터.신월보건지소,37.49397833333333,126.85672,37.532183333333336,126.83105,409
8003087,7522,개봉역,서서울호수공원,37.49397833333333,126.85672,37.52933666666667,126.832865,813
